id	nm	lat	lon	countryCode
2636083	Tetbury	51.639439	-2.162220	GB
2636092	Terrington Saint Clement	52.750000	0.300000	GB
2636101	Tenterden	51.068451	0.687760	GB
2636104	Tenby	51.672680	-4.702630	GB
2636105	Tenbury Wells	52.299999	-2.583330	GB
2636158	Tayport	56.446991	-2.879660	GB
2636174	Tavistock	50.549438	-4.144180	GB
2636183	Tattenhall	53.121880	-2.767460	GB
2636190	Tarvin	53.197369	-2.765480	GB
2636209	Tarporley	53.159180	-2.668670	GB
2636215	Tarleton	53.680050	-2.829680	GB
2636271	Tandragee	54.354858	-6.413960	GB
2636321	Tain	57.809029	-4.059910	GB
2636331	Tadworth	51.291119	-0.235860	GB
2636335	Tadcaster	53.883221	-1.263440	GB
2636341	Syston	52.683331	-1.066670	GB
2636394	Swillington	53.768459	-1.417500	GB
2636409	Swavesey	52.301552	-0.004760	GB
2636438	Swanmore	50.944038	-1.180210	GB
2636445	Swanage	50.609230	-1.962600	GB
2636464	Swaffham	52.646919	0.688710	GB
2636485	Sutton Courtenay	51.641300	-1.276820	GB
2636487	Sutton Bridge	52.769951	0.185500	GB
2636564	Sudbury	52.038898	0.731170	GB
2636582	Sturry	51.301319	1.121550	GB
2636583	Sturminster Newton	50.926811	-2.305150	GB
2636594	Studley	52.270260	-1.891880	GB
2636667	Strensall	54.039989	-1.035120	GB
2636671	Street	51.124722	-2.740000	GB
2636710	Strathaven	55.677101	-4.066800	GB
2636719	Stranraer	54.902340	-5.027310	GB
2636744	Strabane	54.823730	-7.469160	GB
2636748	Stow on the Wold	51.930080	-1.723820	GB
2636782	Stotfold	52.016319	-0.232090	GB
2636786	Storrington	50.917648	-0.454730	GB
2636790	Stornoway	58.209251	-6.386490	GB
2636802	Stoney Stanton	52.548389	-1.279300	GB
2636804	Stone	51.450321	0.264700	GB
2636810	Stonehouse	55.666672	-3.983330	GB
2636811	Stonehouse	51.750000	-2.283330	GB
2636814	Stonehaven	56.963650	-2.211770	GB
2636822	Stone	52.905899	-2.154090	GB
2636824	Stone	51.802460	-0.870320	GB
2636826	Stone	51.000000	0.766670	GB
2636830	Stokesley	54.469978	-1.193300	GB
2636840	Stoke Poges	51.544411	-0.588800	GB
2636844	Stokenchurch	51.658310	-0.897400	GB
2636854	Stoke Gifford	51.516861	-2.540530	GB
2636881	Stocksbridge	53.482491	-1.593730	GB
2636914	Stilton	52.487881	-0.288940	GB
2636932	Stewarton	55.666672	-4.500000	GB
2636938	Stevenston	55.639702	-4.753390	GB
2636945	Stepps	55.888988	-4.152100	GB
2636967	Steeple Claydon	51.936432	-0.983280	GB
2637016	Staplehurst	51.161098	0.552490	GB
2637052	Stansted	51.900002	0.200000	GB
2637093	Standon	52.916672	-2.283330	GB
2637110	Stalham	52.770790	1.517830	GB
2637214	Spixworth	52.685291	1.320270	GB
2637224	Spilsby	53.173630	0.093730	GB
2637268	Sowerby Bridge	53.709030	-1.909290	GB
2637277	Southwold	52.327518	1.679790	GB
2637296	Southwell	53.078041	-0.955380	GB
2637298	Southwater	51.023689	-0.351730	GB
2637310	Tidworth	51.231419	-1.663240	GB
2637356	South Nutfield	51.016670	-0.133330	GB
2637373	South Molton	51.016670	-3.833330	GB
2637374	Southminster	51.662281	0.829680	GB
2637405	South Hetton	54.799061	-1.406710	GB
2637450	South Collingham	53.133331	-0.766670	GB
2637461	South Cave	53.769871	-0.601070	GB
2637471	South Brent	50.426540	-3.834260	GB
2637488	Southam	52.252659	-1.388400	GB
2637526	Somerton	51.954208	-1.276130	GB
2637528	Somersham	52.383331	0.000000	GB
2637554	Soham	52.331772	0.338690	GB
2637571	Snodland	51.329708	0.443050	GB
2637580	Snettisham	52.877811	0.502920	GB
2637599	Snaith	53.691120	-1.028590	GB
2637607	Smethwick	52.496990	-1.973050	GB
2637652	Sleights	54.455059	-0.664840	GB
2637702	Skipton	53.961441	-2.016760	GB
2637748	Skelton	53.716671	-0.833330	GB
2637756	Skellingthorpe	53.235310	-0.619050	GB
2637809	Sion Mills	54.787521	-7.472760	GB
2637836	Silloth	54.868698	-3.384480	GB
2637845	Sileby	52.732861	-1.107730	GB
2637871	Sible Hedingham	51.977718	0.592620	GB
2637889	Shrivenham	51.598530	-1.654610	GB
2637936	Shirland	53.121552	-1.404640	GB
2637941	Shirebrook	53.203331	-1.213360	GB
2637948	Shipton under Wychwood	51.860352	-1.598470	GB
2637954	Shipston on Stour	52.060570	-1.627780	GB
2637962	Shipdham	52.627708	0.892940	GB
2637983	Shildon	54.629971	-1.642950	GB
2637985	Shifnal	52.670429	-2.372480	GB
2638009	Shevington	53.572361	-2.693160	GB
2638033	Sherborne	50.950001	-2.500000	GB
2638036	Shepshed	52.765701	-1.290210	GB
2638039	Shepperton	51.395458	-0.448890	GB
2638047	Shenstone	52.633331	-1.833330	GB
2638051	Shenley AV	51.690540	-0.280670	GB
2638065	Shelley	53.599998	-1.683330	GB
2638074	Shefford	52.038700	-0.333990	GB
2638081	Sheerness	51.439461	0.760290	GB
2638111	Shawbury	52.783329	-2.650000	GB
2638138	Shanklin	50.626129	-1.178500	GB
2638157	Shaftesbury	51.005280	-2.193330	GB
2638192	Settle	54.068649	-2.277200	GB
2638207	Send	51.288750	-0.526660	GB
2638219	Selsey	50.735008	-0.789790	GB
2638229	Selkirk	55.547379	-2.839110	GB
2638259	Sedgefield	54.653290	-1.449520	GB
2638264	Seaview	50.719559	-1.111640	GB
2638273	Seaton Delaval	55.071960	-1.526090	GB
2638277	Seaton	52.574890	-0.667590	GB
2638348	Scotter	53.496521	-0.674290	GB
2638386	Scholes	53.823460	-1.428050	GB
2638448	Scalby	53.766670	-0.716670	GB
2638464	Saxmundham	52.214970	1.488050	GB
2638467	Saxilby	53.267460	-0.662530	GB
2638473	Sawtry	52.439838	-0.284220	GB
2638474	Sawston	52.120892	0.169430	GB
2638481	Sawbridgeworth	51.816669	0.150000	GB
2638490	Saundersfoot	51.711842	-4.700690	GB
2638495	Saughall	53.226181	-2.956490	GB
2638515	Sapcote	52.537071	-1.279000	GB
2638520	Sanquhar	55.365269	-3.921600	GB
2638530	Sandy	52.129269	-0.289250	GB
2638542	Sandwich	51.272228	1.337760	GB
2638593	Sandford	51.332279	-2.831220	GB
2638639	Saltford	51.401390	-2.459440	GB
2638648	Saltcoats	55.616669	-4.800000	GB
2638650	Saltburn-by-the-Sea	54.582371	-0.973670	GB
2638651	Saltash	50.409592	-4.225140	GB
2638669	Salfords	51.204342	-0.167440	GB
2638682	Salcombe	50.237431	-3.768740	GB
2638708	Saint Osyth	51.799999	1.083330	GB
2638757	Saint Leonards	50.833328	-1.850000	GB
2638767	Saint Just	50.116669	-5.700000	GB
2638778	St Ives	50.208611	-5.487500	GB
2638800	Saintfield	54.460461	-5.830650	GB
2638817	Saint Dennis	50.383331	-4.883330	GB
2638828	Saint Columb Major	50.433331	-4.933330	GB
2638855	Saint Asaph	53.266670	-3.450000	GB
2638870	Saint Agnes	50.313629	-5.204520	GB
2638888	Sacriston	54.817692	-1.624100	GB
2638909	Rye	50.951141	0.733700	GB
2638925	Ruthin	53.113682	-3.317820	GB
2638930	Rustington	50.810268	-0.506740	GB
2638938	Ruskington	53.045441	-0.386920	GB
2638995	Ruddington	52.892540	-1.149530	GB
2639014	Ruabon	52.987801	-3.038830	GB
2639017	Royston	53.599998	-1.450000	GB
2639042	Rowlands Gill	54.919220	-1.744890	GB
2639074	Rothwell	52.416672	-0.800000	GB
2639101	Rothbury	55.310589	-1.908450	GB
2639104	Rosyth	56.036888	-3.438000	GB
2639106	Rostrevor	54.099998	-6.200000	GB
2639110	Ross on Wye	51.916672	-2.566670	GB
2639123	Rossett	53.109211	-2.944780	GB
2639239	Rode Heath	53.116669	-2.283330	GB
2639282	Robertsbridge	50.985691	0.472530	GB
2639296	Roade	52.158241	-0.897450	GB
2639310	Rishton	53.768059	-2.414440	GB
2639320	Ripponden	53.674492	-1.941830	GB
2639326	Ripley	51.299068	-0.491640	GB
2639343	Ringmer	50.893070	0.055450	GB
2639381	Rickmansworth	51.639278	-0.472950	GB
2639389	Richmond	51.460049	-0.300750	GB
2639393	Riccall	53.833309	-1.057300	GB
2639407	Rhymney	51.759979	-3.285530	GB
2639425	Rhuddlan	53.283329	-3.466670	GB
2639482	Resolven	51.711929	-3.697450	GB
2639489	Repton	52.839828	-1.550610	GB
2639492	Renton	55.972000	-4.583990	GB
2639511	Reepham	53.233330	-0.433330	GB
2639520	Reed	52.008289	-0.019050	GB
2639536	Redlynch	51.098610	-2.426670	GB
2639567	Redbourn	51.798962	-0.395940	GB
2639582	Rayne	51.866669	0.583330	GB
2639600	Raunds	52.344280	-0.536570	GB
2639621	Rathfriland	54.250000	-6.166670	GB
2639653	Randalstown	54.750000	-6.300000	GB
2639664	Ramsey	52.448158	-0.107030	GB
2639687	Rainworth	53.118832	-1.118520	GB
2639691	Rainham	51.363232	0.608930	GB
2639693	Rainford	53.502232	-2.788390	GB
2639710	Radyr	51.518639	-3.258290	GB
2639715	Radstock	51.288620	-2.460030	GB
2639719	Radley	51.687462	-1.240250	GB
2639720	Radlett	51.685928	-0.318680	GB
2639727	Radcliffe on Trent	52.948021	-1.038550	GB
2639755	Quorndon	52.744610	-1.173480	GB
2639779	Queniborough	52.705910	-1.047490	GB
2639788	Queensferry	55.983330	-3.400000	GB
2639792	Queensbury	53.766670	-1.916670	GB
2639796	Queenborough	51.416199	0.747670	GB
2639823	Pyle	51.516670	-3.700000	GB
2639828	Pwllheli	52.889900	-4.414510	GB
2639845	Purfleet	51.483898	0.242470	GB
2639864	Pulborough	50.957352	-0.499020	GB
2639874	Prudhoe	54.961540	-1.851680	GB
2639888	Princes Risborough	51.725491	-0.831440	GB
2639902	Prestonpans	55.959389	-2.980380	GB
2639925	Prestbury	53.283329	-2.150000	GB
2639934	Preesall	53.918201	-2.966330	GB
2639941	Poynton	53.349998	-2.116670	GB
2639964	Potton	52.129108	-0.215610	GB
2639991	Portstewart	55.181320	-6.714020	GB
2640004	Portrush	55.195919	-6.649300	GB
2640030	Portlethen	57.054741	-2.130660	GB
2640046	Porthleven	50.086182	-5.315010	GB
2640084	Portaferry	54.383331	-5.550000	GB
2640090	Poringland	52.567558	1.349610	GB
2640110	Pontyberem	51.778259	-4.168900	GB
2640131	Ponteland	55.050240	-1.745320	GB
2640134	Pontardulais	51.714230	-4.038590	GB
2640185	Pocklington	53.933350	-0.781060	GB
2640255	Pitlochry	56.705139	-3.734320	GB
2640273	Pinxton	53.090618	-1.317670	GB
2640279	Pinchbeck	52.813030	-0.162560	GB
2640285	Pilsley	53.150002	-1.366670	GB
2640327	Pewsey	51.338551	-1.765450	GB
2640332	Petworth	50.986691	-0.610000	GB
2640360	Pershore	52.111629	-2.075860	GB
2640367	Perranporth	50.343769	-5.155580	GB
2640393	Pentyrch	51.528889	-3.295000	GB
2640413	Penryn	50.168121	-5.104160	GB
2640416	Penrith	54.665791	-2.757570	GB
2640460	Penkridge	52.725559	-2.115600	GB
2640463	Penistone	53.525719	-1.630270	GB
2640484	Pencoed	51.523708	-3.500160	GB
2640498	Pembury	51.142960	0.321870	GB
2640502	Pembroke Dock	51.691608	-4.940360	GB
2640503	Pembroke	51.674641	-4.912860	GB
2640511	Pelton	54.873051	-1.609500	GB
2640512	Pelsall	52.629101	-1.967380	GB
2640517	Pegswood	55.179298	-1.645250	GB
2640574	Patna	55.363701	-4.504570	GB
2640589	Partridge Green	50.959400	-0.307960	GB
2640593	Partington	53.418839	-2.428150	GB
2640601	Parkstone	50.729939	-1.944920	GB
2640621	Parbold	53.591450	-2.770280	GB
2640623	Par	50.353920	-4.710850	GB
2640624	Papworth Everard	52.248932	-0.118270	GB
2640651	Pannal	53.960312	-1.535730	GB
2640654	Pangbourne	51.483700	-1.085190	GB
2640685	Padstow	50.538849	-4.936640	GB
2640687	Padiham	53.801868	-2.315110	GB
2640690	Paddock Wood	51.179420	0.385470	GB
2640717	Oxted	51.256870	-0.006010	GB
2640762	Overtown	55.750000	-3.916670	GB
2640765	Overton	51.243889	-1.261540	GB
2640777	Over	53.183331	-2.550000	GB
2640781	Outwell	52.609459	0.233330	GB
2640825	Oundle	52.480930	-0.467320	GB
2640832	Oughtibridge	53.436119	-1.539020	GB
2640834	Ottery Saint Mary	50.750000	-3.266670	GB
2640840	Ottershaw	51.362621	-0.527520	GB
2640857	Otley	53.905529	-1.693830	GB
2640910	Ormiston	55.913021	-2.939850	GB
2640912	Ormesby Saint Margaret	52.666672	1.700000	GB
2640981	Old Windsor	51.458069	-0.586740	GB
2641007	Oldmeldrum	57.334919	-2.319900	GB
2641014	Old Kilpatrick	55.922409	-4.455670	GB
2641036	Oldbury	52.500000	-2.016670	GB
2641049	Okehampton	50.738411	-4.001600	GB
2641079	Odiham	51.254070	-0.939330	GB
2641108	Oban	56.412689	-5.470620	GB
2641120	Oakley	56.066669	-3.550000	GB
2641128	Oakham	52.666672	-0.733330	GB
2641130	Oakengates	52.695011	-2.450360	GB
2641193	Norton Canes	52.671421	-1.962620	GB
2641233	North Walsham	52.821209	1.387460	GB
2641284	North Petherton	51.092430	-3.015490	GB
2641287	Northorpe	53.466671	-0.650000	GB
2641318	Northleach	51.829941	-1.837120	GB
2641356	North Ferriby	53.721241	-0.505200	GB
2641370	North Elmham	52.746399	0.946110	GB
2641419	North Berwick	56.058250	-2.722900	GB
2641434	Northam	51.033329	-4.216670	GB
2641506	Neyland	51.710140	-4.951550	GB
2641510	New Tredegar	51.720509	-3.241300	GB
2641523	Newtown	52.516670	-3.300000	GB
2641528	Newton Stewart	54.957840	-4.483150	GB
2641549	Newtonhill	57.033329	-2.150000	GB
2641577	New Scone	56.419418	-3.405070	GB
2641582	New Romney	50.985989	0.941220	GB
2641593	Newport-On-Tay	56.439110	-2.936700	GB
2641595	Newport	52.783329	-2.383330	GB
2641610	Newmilns	55.607510	-4.324160	GB
2641612	New Mills	53.365921	-1.999860	GB
2641618	Newmains	55.766670	-3.883330	GB
2641629	Newington	51.352169	0.667680	GB
2641630	Newick	50.975182	0.015790	GB
2641637	Newhaven	50.796928	0.055450	GB
2641649	New Ferry	53.360458	-2.993770	GB
2641651	Newent	51.933651	-2.408150	GB
2641658	New Cumnock	55.395630	-4.184580	GB
2641692	Newburgh	56.333328	-3.250000	GB
2641710	Newbold Verdon	52.629589	-1.342200	GB
2641718	Newbiggin-by-the-Sea	55.185322	-1.514690	GB
2641729	Newarthill	55.815102	-3.937330	GB
2641760	Nettleham	53.266029	-0.488660	GB
2641765	Netley	50.876339	-1.353980	GB
2641773	Netherton	52.483330	-2.083330	GB
2641776	Nether Poppleton	53.987930	-1.150620	GB
2641811	Nelson	51.653332	-3.284440	GB
2641815	Neilston	55.785740	-4.426370	GB
2641827	Needingworth	52.330509	-0.031160	GB
2641828	Needham Market	52.155499	1.051600	GB
2641861	Navenby	53.106800	-0.524940	GB
2641884	Narborough	52.566669	-1.200000	GB
2641892	Nantwich	53.068779	-2.520510	GB
2641912	Nailsworth	51.693821	-2.219900	GB
2641915	Nafferton	54.019169	-0.389760	GB
2641922	Mytholmroyd	53.730652	-1.982580	GB
2641966	Mundesley	52.862190	1.395520	GB
2641997	Mulbarton	52.559132	1.233270	GB
2642054	Much Wenlock	52.595821	-2.557490	GB
2642057	Much Hadham	51.854069	0.071880	GB
2642096	Mountsorrel	52.716671	-1.150000	GB
2642116	Mountain Ash	51.683609	-3.380080	GB
2642143	Mossley	53.514542	-2.034620	GB
2642182	Morpeth	55.167648	-1.691200	GB
2642200	Moreton in Marsh	51.989639	-1.702970	GB
2642302	Montrose	56.700001	-2.450000	GB
2642372	Mold	53.166740	-3.141430	GB
2642376	Moira	54.480209	-6.228220	GB
2642384	Moffat	55.332272	-3.445420	GB
2642412	Mitcheldean	51.864399	-2.489500	GB
2642417	Misterton	53.450001	-0.850000	GB
2642430	Mintlaw	57.524139	-2.000990	GB
2642450	Minehead	51.205650	-3.478750	GB
2642452	Minchinhampton	51.706749	-2.185020	GB
2642482	Milnthorpe	54.216671	-2.766670	GB
2642483	Milnrow	53.611149	-2.112660	GB
2642484	Milngavie	55.940708	-4.323110	GB
2642505	Millom	54.210720	-3.272000	GB
2642511	Millisle	54.606380	-5.529730	GB
2642533	Milford on Sea	50.725609	-1.590040	GB
2642537	Milford	51.172722	-0.650420	GB
2642544	Mildenhall	51.425598	-1.699880	GB
2642549	Milborne Port	50.966049	-2.462480	GB
2642557	Midsomer Norton	51.285671	-2.485910	GB
2642567	Midhurst	50.985592	-0.740030	GB
2642573	Middlewich	53.192959	-2.444020	GB
2642603	Middlestown	53.650791	-1.597620	GB
2642632	Mid Calder	55.892609	-3.480020	GB
2642687	Mevagissey	50.273239	-4.791660	GB
2642695	Metheringham	53.140148	-0.403680	GB
2642697	Messingham	53.528278	-0.653850	GB
2642733	Meopham	51.368439	0.360070	GB
2642743	Menston	53.890411	-1.743950	GB
2642755	Menai Bridge	53.227749	-4.169260	GB
2642766	Meltham	53.583328	-1.850000	GB
2642786	Melksham	51.372810	-2.140020	GB
2642801	Melbourne	52.821899	-1.425220	GB
2642802	Melbourn	52.081280	0.015140	GB
2642843	Measham	52.706440	-1.506370	GB
2642876	Mayfield	53.000000	-1.766670	GB
2642882	Maybole	55.355030	-4.680260	GB
2642904	Mauchline	55.516041	-4.379280	GB
2642905	Mattishall	52.659050	1.032500	GB
2642910	Matlock	53.138378	-1.555600	GB
2642927	Maryport	54.714340	-3.495090	GB
2642947	Martock	50.973610	-2.766840	GB
2642959	Martham	52.704639	1.636360	GB
2642963	Marston Moretaine	52.064098	-0.549320	GB
2642980	Marshfield	51.533890	-3.073060	GB
2643010	Marlborough	51.420620	-1.727510	GB
2643011	Markyate	51.838459	-0.463450	GB
2643012	Marks Tey	51.876282	0.764240	GB
2643019	Markfield	52.687469	-1.274760	GB
2643021	Market Weighton	53.863098	-0.665050	GB
2643023	Market Rasen	53.387642	-0.337810	GB
2643025	Market Lavington	51.287560	-1.977290	GB
2643028	Market Drayton	52.905380	-2.490120	GB
2643030	Market Bosworth	52.624279	-1.401740	GB
2643060	Marden	51.174820	0.488550	GB
2643095	Manston	50.950001	-2.266670	GB
2643107	Manningtree	51.945381	1.061120	GB
2643142	Malton	54.134541	-0.796690	GB
2643146	Malmesbury	51.581749	-2.097080	GB
2643196	Magor	51.579441	-2.831390	GB
2643208	Magherafelt	54.753559	-6.606560	GB
2643211	Maghera	54.843899	-6.671450	GB
2643251	Machynlleth	52.590969	-3.850510	GB
2643259	Machen	51.595989	-3.141900	GB
2643262	Macduff	57.670120	-2.496860	GB
2643276	Lytchett Matravers	50.758259	-2.078060	GB
2643298	Lyneham	51.516670	-1.966670	GB
2643304	Lyndhurst	50.872589	-1.576620	GB
2643309	Lymm	53.381050	-2.477630	GB
2643313	Lyminge	51.129509	1.088960	GB
2643318	Lydney	51.725979	-2.526050	GB
2643327	Lydd	50.952259	0.907400	GB
2643329	Lydbrook	51.837631	-2.578180	GB
2643337	Lutterworth	52.456341	-1.202180	GB
2643385	Lundin Links	56.212399	-2.952960	GB
2643425	Ludlow	52.374310	-2.713110	GB
2643437	Luddenden Foot	53.718731	-1.945820	GB
2643543	Lowdham	53.012051	-1.004830	GB
2643583	Lostwithiel	50.407841	-4.670230	GB
2643587	Lossiemouth	57.721359	-3.283410	GB
2643618	Longtown	51.950001	-2.983330	GB
2643620	Longton	52.983330	-2.133330	GB
2643628	Long Stratton	52.488029	1.234780	GB
2643646	Longridge	53.833328	-2.583330	GB
2643652	Longniddry	55.975430	-2.895930	GB
2643661	Long Melford	52.074810	0.716390	GB
2643673	Long Lawford	52.381760	-1.307160	GB
2643704	Longdendale	53.466671	-2.000000	GB
2643707	Long Crendon	51.772942	-0.996840	GB
2643714	Long Buckby	52.302601	-1.081130	GB
2643726	Long Ashton	51.429970	-2.660980	GB
2643773	Loftus	54.555431	-0.894590	GB
2643783	Loddon	52.532700	1.481830	GB
2643791	Lockerbie	55.123020	-3.356350	GB
2643797	Lochwinnoch	55.795212	-4.630340	GB
2643825	Lochgilphead	56.037960	-5.432060	GB
2643827	Lochgelly	56.128262	-3.309640	GB
2643862	Loanhead	55.879452	-3.158740	GB
2643933	Llantwit Major	51.410702	-3.486320	GB
2643934	Llantwit Fardre	51.554600	-3.332410	GB
2643937	Llantrisant	51.540279	-3.373890	GB
2643957	Llanrwst	53.140209	-3.795270	GB
2643990	Llanidloes	52.449772	-3.539970	GB
2643993	Llanharry	51.514221	-3.432400	GB
